name,first-order,unsatisfiable,well-formed,unique names,vampire solution result,vampire solution time (ms),vampire TSTP size (bytes),vampire compilation result,vampire compilation time (ms),vampire TESC size (bytes),vampire VTV verification result,vampire VTV verification time (ms),vampire VTV verification memory (kb),vampire OTV verification result,vampire OTV verification time (ms),vampire OTV verification memory (kb),eprover solution result,eprover solution time (ms),eprover TSTP size (bytes),eprover compilation result,eprover compilation time (ms),eprover TESC size (bytes),eprover VTV verification result,eprover VTV verification time (ms),eprover VTV verification memory (kb),eprover OTV verification result,eprover OTV verification time (ms),eprover OTV verification memory (kb)
ALG046+1,yes,yes,yes,yes,success,96,78236,success,895,251104,success,150,44148,success,40,14632,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG047+1,yes,yes,yes,yes,success,59,314976,success,5002,1258934,success,600,169384,success,120,14804,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG048+1,yes,yes,yes,yes,success,74,198997,success,7096,676430,success,290,94680,success,80,14692,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG049+1,yes,yes,yes,yes,success,171,336434,success,8562,1027905,success,500,130100,success,90,15624,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG050+1,yes,yes,yes,yes,success,181,274401,success,9599,913781,success,420,116952,success,90,14636,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG051+1,yes,yes,yes,yes,success,147,287046,success,9106,897686,success,470,114660,success,90,14604,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG052+1,yes,yes,yes,yes,success,129,548920,success,16381,2064397,success,920,277716,success,160,16664,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG053+1,yes,yes,yes,yes,success,90,300936,success,7851,978980,success,440,125180,success,90,14696,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG054+1,yes,yes,yes,yes,success,16,14866,success,454,42493,success,50,14532,success,30,14696,success,22,18498,success,215,55227,success,50,14660,success,40,14628
ALG055+1,yes,yes,yes,yes,success,30,75832,success,1182,210595,success,120,36000,success,40,14668,success,5357,775480,success,1678,1624512,success,620,204908,success,130,15640
ALG056+1,yes,yes,yes,yes,success,27,76353,success,1341,242592,success,130,43352,success,40,14668,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG057+1,yes,yes,yes,yes,success,31,104728,success,1523,312835,success,150,43056,success,50,14720,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG058+1,yes,yes,yes,yes,success,107,95301,success,1398,247837,success,140,34668,success,40,14504,success,191,184179,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG059+1,yes,yes,yes,yes,success,30,125465,success,1695,335171,success,180,45308,success,50,14636,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG060+1,yes,yes,yes,yes,success,32,126995,success,1773,366385,success,200,49316,success,50,14644,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG061+1,yes,yes,yes,yes,success,93,50198,success,1084,177893,success,110,26304,success,50,14580,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG062+1,yes,yes,yes,yes,success,24,71174,success,1131,198985,success,120,29252,success,40,14612,success,36,62502,success,970,1003436,success,370,121976,success,100,14632
ALG063+1,yes,yes,yes,yes,success,21,45282,success,765,123489,success,90,20660,success,40,14800,success,54,95644,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG064+1,yes,yes,yes,yes,success,21,78019,success,1335,240529,success,130,43512,success,40,14644,success,57542,3658198,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG065+1,yes,yes,yes,yes,success,23,49267,success,1039,156652,success,100,23956,success,40,14692,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG066+1,yes,yes,yes,yes,success,26,82919,success,1258,227447,success,120,33804,success,40,14636,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG067+1,yes,yes,yes,yes,success,12,38131,success,462,80498,success,70,15984,success,20,14744,success,40,73096,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG068+1,yes,yes,yes,yes,success,24,77742,success,1316,234013,success,130,36976,success,40,14608,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG069+1,yes,yes,yes,yes,success,133,7213,success,138,9652,success,30,14716,success,30,14604,success,19,9466,success,80,11885,success,30,14720,success,30,14656
ALG069-10,yes,yes,yes,yes,success,17,4423,success,79,31313,success,50,14532,success,30,14660,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG070+1,yes,yes,yes,yes,success,81,8445,success,147,12863,success,40,14568,success,30,14756,success,20,12184,success,108,21098,success,40,14608,success,30,14660
ALG071+1,yes,yes,yes,yes,success,476,14536,success,187,39732,success,40,14660,success,30,14668,success,992,177262,success,133,31696,success,40,14588,success,30,14660
ALG072+1,yes,yes,yes,yes,success,2828,19409,success,205,36549,success,50,14592,success,30,14540,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG073+1,yes,yes,yes,yes,success,135,9517,success,159,17759,success,30,14652,success,30,14692,success,30,26457,success,227,58771,success,50,14660,success,30,14648
ALG074+1,yes,yes,yes,yes,success,13,12673,success,182,29580,success,40,14600,success,30,14704,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG075+1,yes,yes,yes,yes,success,18,25697,success,589,80243,success,60,14704,success,30,14676,success,27,37472,success,419,120610,success,70,18664,success,30,14544
ALG076+1,yes,yes,yes,yes,success,21,28016,success,617,87935,success,70,15132,success,40,14628,success,28,40193,success,436,132343,success,80,21592,success,30,14548
ALG077+1,yes,yes,yes,yes,success,81,21346,success,552,66945,success,50,14492,success,30,14632,success,28,39720,success,436,129444,success,80,21740,success,40,14640
ALG078+1,yes,yes,yes,yes,success,85,29764,success,631,100609,success,90,19564,success,40,14648,success,28,40295,success,437,130523,success,60,20888,success,30,14660
ALG079+1,yes,yes,yes,yes,success,87,20037,success,541,61741,success,50,14656,success,30,14676,success,28,41829,success,433,132598,success,80,21644,success,40,14580
ALG080+1,yes,yes,yes,yes,success,23,35048,success,660,115643,success,80,18688,success,40,14708,success,31,51738,success,687,178056,success,90,25516,success,40,14628
ALG081+1,yes,yes,yes,yes,success,19,27470,success,598,87776,success,70,15144,success,40,14704,success,27,37792,success,420,122293,success,70,19756,success,40,14596
ALG082+1,yes,yes,yes,yes,success,22,27186,success,602,86290,success,60,14844,success,30,14700,success,28,38231,success,421,124337,success,70,19732,success,30,14732
ALG083+1,yes,yes,yes,yes,success,21,23169,success,566,70410,success,60,14716,success,30,14580,success,28,38537,success,383,120657,success,70,18528,success,40,14640
ALG084+1,yes,yes,yes,yes,success,22,24747,success,576,82163,success,60,14652,success,30,14692,success,30,44643,success,482,143772,success,80,22664,success,50,14544
ALG085+1,yes,yes,yes,yes,success,94,31114,success,625,99762,success,70,19560,success,40,14696,success,28,37950,success,425,122583,success,70,19592,success,40,14568
ALG086+1,yes,yes,yes,yes,success,22,34272,success,671,108573,success,80,19712,success,40,14572,success,27,37193,success,349,119928,success,70,18672,success,40,14724
ALG087+1,yes,yes,yes,yes,success,23,28920,success,615,88435,success,60,16748,success,40,14800,success,27,36600,success,348,119878,success,80,18496,success,40,14680
ALG088+1,yes,yes,yes,yes,success,17,22630,success,560,70349,success,50,14600,success,40,14696,success,28,36127,success,344,116884,success,80,19084,success,30,14544
ALG089+1,yes,yes,yes,yes,success,19,19107,success,533,58362,success,50,14600,success,30,14696,success,27,36754,success,362,117945,success,80,18532,success,40,14680
ALG090+1,yes,yes,yes,yes,success,17,115345,success,2124,409942,success,200,54364,success,50,14648,success,38,224274,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG091+1,yes,yes,yes,yes,success,27,211338,success,4982,776965,success,370,110136,success,60,14632,success,42,257748,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG092+1,yes,yes,yes,yes,success,18,122673,success,2186,442456,success,220,58424,success,50,14632,success,41,261415,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG093+1,yes,yes,yes,yes,success,24,170705,success,2763,535924,success,260,81052,success,70,14752,success,62,457547,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG094+1,yes,yes,yes,yes,success,18,116221,success,2093,417416,success,190,55580,success,60,14656,success,41,250814,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG095+1,yes,yes,yes,yes,success,18,119514,success,2105,428348,success,220,57464,success,50,14596,success,41,273558,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG096+1,yes,yes,yes,yes,success,97,228152,success,3552,1228453,success,590,156920,success,100,14672,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG097+1,yes,yes,yes,yes,success,42,99009,success,1677,342104,success,180,48196,success,60,14704,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG098+1,yes,yes,yes,yes,success,183,461525,success,7167,2588696,success,1270,323680,success,190,14800,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG099+1,yes,yes,yes,yes,success,113,347180,success,4073,1295783,success,670,167268,success,120,14644,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG100+1,yes,yes,yes,yes,success,108,335051,success,5798,1920475,success,960,270140,success,130,14636,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG101+1,yes,yes,yes,yes,success,289,455624,success,8512,2787523,success,1400,348460,success,210,14692,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG102+1,yes,yes,yes,yes,success,49,270193,success,4355,863273,success,410,119808,success,70,14668,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG103+1,yes,yes,yes,yes,success,152,327087,success,6768,1119057,success,560,180400,success,100,14580,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG104+1,yes,yes,yes,yes,success,97,325442,success,4172,1108566,success,540,142156,success,100,14648,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG105+1,yes,yes,yes,yes,success,57,155349,success,2748,469434,success,250,64620,success,60,14648,success,742,327098,success,4414,4235118,success,1540,499392,success,290,35000
ALG106+1,yes,yes,yes,yes,success,48,191794,success,2509,617676,success,300,81336,success,70,14728,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG107+1,yes,yes,yes,yes,success,42,131666,success,1820,409698,success,230,68716,success,50,14668,success,9028,1446390,success,5426,4047751,success,1500,501996,success,290,32656
ALG108+1,yes,yes,yes,yes,success,65,225766,success,3062,762460,success,370,98144,success,80,14804,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG109+1,yes,yes,yes,yes,success,63,313687,success,3674,1016970,success,470,129756,success,100,14644,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG110+1,yes,yes,yes,yes,success,133,123644,success,2594,387339,success,220,56704,success,60,14636,success,328,312399,success,5109,3464426,success,1290,427764,success,270,30296
ALG111+1,yes,yes,yes,yes,success,108,119113,success,2594,385900,success,190,51716,success,50,14708,success,85,158331,success,4346,2999963,success,1090,373844,success,240,28436
ALG112+1,yes,yes,yes,yes,success,40,147280,success,2624,464506,success,220,63580,success,60,14704,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG113+1,yes,yes,yes,yes,success,47,143785,success,2021,427715,success,220,58648,success,60,14652,success,124,135449,success,3752,3184824,success,1130,397540,success,250,31620
ALG114+1,yes,yes,yes,yes,success,29,113638,success,1719,358752,success,190,48476,success,50,14632,success,69,140020,success,4187,3256815,success,1190,405588,success,250,29084
ALG115+1,yes,yes,yes,yes,success,40,158397,success,3170,498995,success,250,66616,success,60,14576,success,194,257590,success,3463,2969707,success,1080,370792,success,230,28896
ALG116+1,yes,yes,yes,yes,success,43,159173,success,2388,511343,success,270,67016,success,70,14708,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG117+1,yes,yes,yes,yes,success,34,125003,success,2353,389691,success,200,56964,success,60,14632,success,78,150831,success,3836,3203403,success,1170,399464,success,240,28680
ALG118+1,yes,yes,yes,yes,success,48,217511,success,3393,666030,success,320,86948,success,80,14804,success,384,418200,success,4550,3828518,success,1440,476252,success,300,32160
ALG119+1,yes,yes,yes,yes,success,61,214194,success,4246,688924,success,350,88948,success,80,14612,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG120+1,yes,yes,yes,yes,success,48,217465,success,3542,707719,success,350,92316,success,70,14708,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG121+1,yes,yes,yes,yes,success,31,116675,success,2203,370353,success,180,50260,success,40,14764,success,68,120673,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG122+1,yes,yes,yes,yes,success,60,230572,success,2946,801542,success,420,133696,success,80,14700,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG123+1,yes,yes,yes,yes,success,38,173456,success,2545,563980,success,270,74464,success,70,14644,success,143,284995,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG124+1,yes,yes,yes,yes,success,32,149488,success,2719,491674,success,250,65632,success,70,14704,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG125+1,yes,yes,yes,yes,success,36,146061,success,2415,452787,success,220,65548,success,60,14632,success,4955,1064284,success,7838,4255678,success,1570,502476,success,310,27100
ALG126+1,yes,yes,yes,yes,success,42,185290,success,3409,612666,success,300,81148,success,70,14816,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG127+1,yes,yes,yes,yes,success,47,226483,success,4089,773222,success,370,99432,success,80,14784,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG128+1,yes,yes,yes,yes,success,66,380833,success,7602,1433346,success,670,181268,success,130,14688,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG129+1,yes,yes,yes,yes,success,52,291199,success,4936,886509,success,430,114024,success,90,14740,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG130+1,yes,yes,yes,yes,success,106,69084,success,819,228977,success,120,32556,success,40,14760,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG131+1,yes,yes,yes,yes,success,49,179553,success,2576,979336,success,510,124816,success,90,14704,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG132+1,yes,yes,yes,yes,success,34,100223,success,1139,364164,success,200,49460,success,50,14580,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG133+1,yes,yes,yes,yes,success,42,148178,success,1456,467580,success,240,61884,success,60,14580,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG134+1,yes,yes,yes,yes,success,142,250045,success,4079,1509947,success,740,190584,success,130,14800,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG135+1,yes,yes,yes,yes,success,28,80378,success,987,290573,success,160,45164,success,50,14700,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG136+1,yes,yes,yes,yes,success,24,67585,success,1114,221702,success,120,31580,success,40,14692,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG137+1,yes,yes,yes,yes,success,35,103472,success,1249,434150,success,230,58404,success,60,14756,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG138+1,yes,yes,yes,yes,success,10,17240,success,409,60208,success,60,14612,success,40,14632,success,22,19454,success,212,38362,success,40,14580,success,30,14600
ALG139+1,yes,yes,yes,yes,success,23,77654,success,929,252433,success,140,43204,success,50,14712,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG140+1,yes,yes,yes,yes,success,51,212638,success,3037,906281,success,460,115852,success,80,14648,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG141+1,yes,yes,yes,yes,success,34,97233,success,1165,401899,success,210,54380,success,50,14584,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG142+1,yes,yes,yes,yes,success,18,60352,success,758,182428,success,100,26844,success,50,14676,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG143+1,yes,yes,yes,yes,success,44,186708,success,2816,804455,success,390,106172,success,80,14708,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG144+1,yes,yes,yes,yes,success,66,243883,success,4908,1448648,success,720,217884,success,120,14696,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG145+1,yes,yes,yes,yes,success,42,162926,success,2549,919305,success,460,124788,success,90,14700,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG146+1,yes,yes,yes,yes,success,31,117384,success,1369,426345,success,200,56432,success,60,14652,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG147+1,yes,yes,yes,yes,success,49,172106,success,2931,1149082,success,620,164164,success,90,14804,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG148+1,yes,yes,yes,yes,success,31,123210,success,2074,632217,success,340,97524,success,70,14664,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG149+1,yes,yes,yes,yes,success,37,132421,success,1627,548951,success,280,80060,success,60,14628,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG150+1,yes,yes,yes,yes,success,141,135431,success,1621,578947,success,300,86392,success,70,14648,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG151+1,yes,yes,yes,yes,success,54,200773,success,3079,1069930,success,530,139812,success,90,14800,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG152+1,yes,yes,yes,yes,success,33,127009,success,1922,601978,success,300,78012,success,60,14760,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG153+1,yes,yes,yes,yes,success,40,178831,success,3226,1013319,success,540,165064,success,100,14692,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG154+1,yes,yes,yes,yes,success,49,216821,success,2927,834445,success,430,107768,success,80,14760,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG155+1,yes,yes,yes,yes,success,55,220276,success,2892,819674,success,400,105624,success,70,14608,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG156+1,yes,yes,yes,yes,success,42,184112,success,2724,713356,success,360,94060,success,70,14632,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG157+1,yes,yes,yes,yes,success,93,303111,success,3827,1543447,success,740,193676,success,120,14800,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG158+1,yes,yes,yes,yes,success,114,150247,success,2568,873753,success,440,111616,success,80,14692,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG159+1,yes,yes,yes,yes,success,46,190065,success,3566,1294556,success,680,184868,success,100,14768,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG160+1,yes,yes,yes,yes,success,55,227411,success,3700,1038972,success,540,164976,success,90,14724,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG161+1,yes,yes,yes,yes,success,43,150966,success,2227,839198,success,430,107200,success,80,14688,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG162+1,yes,yes,yes,yes,success,40,180897,success,2171,576751,success,270,78104,success,70,14664,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG163+1,yes,yes,yes,yes,success,72,213253,success,3454,1255011,success,600,164064,success,110,14664,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG164+1,yes,yes,yes,yes,success,79,254464,success,3367,1317623,success,660,191104,success,100,14752,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG165+1,yes,yes,yes,yes,success,82,320280,success,4635,1645523,success,800,206960,success,140,14756,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG166+1,yes,yes,yes,yes,success,79,238725,success,5887,844284,success,400,107924,success,80,14800,success,782,534309,success,19289,2960899,success,1140,369756,success,220,24908
ALG167+1,yes,yes,yes,yes,success,84,244177,success,6285,873810,success,420,111644,success,90,14636,success,29331,2950266,success,20096,3543460,success,1480,441448,success,260,29768
ALG168+1,yes,yes,yes,yes,success,157,323748,success,10333,1035860,success,480,134204,success,100,15864,success,149,179580,success,6978,2670812,success,990,335964,success,210,40720
ALG169+1,yes,yes,yes,yes,success,155,313440,success,7775,1008098,success,470,127728,success,110,14696,success,145,183403,success,6857,2697903,success,1010,340064,success,210,40944
ALG170+1,yes,yes,yes,yes,success,23,55619,success,1183,199455,success,130,36096,success,50,14700,success,314,211119,success,1714,586542,success,260,77060,success,70,14588
ALG171+1,yes,yes,yes,yes,success,10,6151,success,104,17930,success,50,14596,success,30,14704,success,21,8920,success,96,22396,success,50,14616,success,30,14512
ALG172+1,yes,yes,yes,yes,success,12,10836,success,398,35030,success,50,14628,success,30,14652,success,21,10963,success,114,26759,success,40,14612,success,30,14600
ALG173+1,yes,yes,yes,yes,success,10,6145,success,105,17926,success,50,14716,success,30,14632,success,21,8650,success,98,22865,success,30,14600,success,30,14676
ALG174+1,yes,yes,yes,yes,success,16,11257,success,400,35539,success,50,14616,success,40,14664,success,21,11347,success,114,26332,success,50,14532,success,40,14616
ALG175+1,yes,yes,yes,yes,success,13,6845,success,211,21115,success,50,14716,success,30,14676,success,20,10535,success,102,20828,success,40,14640,success,30,14600
ALG176+1,yes,yes,yes,yes,success,11,7926,success,146,10930,success,20,14668,success,30,14748,success,22,11765,success,85,13253,success,30,14528,success,30,14724
ALG177+1,yes,yes,yes,yes,success,28,8458,success,146,13763,success,40,14600,success,20,14652,success,21,11496,success,84,13241,success,30,14716,success,20,14628
ALG178+1,yes,yes,yes,yes,success,10,9725,success,153,17416,success,30,14652,success,30,14580,success,27,15444,success,100,17978,success,30,14556,success,30,14736
ALG179+1,yes,yes,yes,yes,success,8,9472,success,150,15825,success,40,14660,success,30,14696,success,27,15542,success,102,18005,success,40,14660,success,30,14680
ALG180+1,yes,yes,yes,yes,success,22,24092,success,583,73690,success,60,14584,success,30,14712,success,27,39084,success,385,136961,success,90,22172,success,40,14604
ALG181+1,yes,yes,yes,yes,success,18,21870,success,555,67243,success,60,14620,success,30,14600,success,25,31891,success,294,104643,success,70,19560,success,40,14640
ALG182+1,yes,yes,yes,yes,success,19,23818,success,572,74277,success,50,14620,success,20,14756,success,25,31891,success,296,104643,success,80,19564,success,30,14676
ALG183+1,yes,yes,yes,yes,success,18,24560,success,582,76769,success,60,14628,success,30,14704,success,25,31892,success,293,104633,success,70,19316,success,40,14632
ALG184+1,yes,yes,yes,yes,success,18,22003,success,559,68968,success,50,14664,success,30,14700,success,26,31892,success,292,104633,success,70,19264,success,40,14728
ALG185+1,yes,yes,yes,yes,success,51,105452,success,1290,446412,success,230,59096,success,60,14596,success,90,115953,success,892,250149,success,130,34956,success,40,14660
ALG186+1,yes,yes,yes,yes,success,31,190373,success,4876,609586,success,260,98624,success,70,14704,success,38,222559,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG187+1,yes,yes,yes,yes,success,28,190373,success,4894,609457,success,300,98540,success,60,14688,success,38,222592,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG188+1,yes,yes,yes,yes,success,25,297085,success,9392,956397,success,410,123004,success,90,16360,success,41,239261,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG189+1,yes,yes,yes,yes,success,26,297085,success,9287,956397,success,420,122968,success,90,16360,success,41,239261,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG190+1,yes,yes,yes,yes,success,157,407454,success,6896,2751047,success,1350,344224,success,200,14580,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG191+1,yes,yes,yes,yes,success,149,383280,success,5390,2127515,success,1110,317520,success,170,14628,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG192+1,yes,yes,yes,yes,success,50,64165,success,1311,238183,success,140,34280,success,40,14760,success,1119,525865,success,1263,295939,success,190,52516,success,50,14680
ALG193+1,yes,yes,yes,yes,success,57,103183,success,1691,399677,success,230,68728,success,50,14724,success,13097,1967510,success,2774,663886,success,320,87040,success,80,14676
ALG194+1,yes,yes,yes,yes,success,19,7370,success,203,16172,success,50,14768,success,40,14652,success,114,86220,success,403,82263,success,90,16768,success,40,14476
ALG195+1,yes,yes,yes,yes,success,267,639624,success,85584,2519285,success,1200,386996,success,190,25684,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG196+1,yes,yes,yes,yes,success,967,1186837,success,90024,3882931,success,1860,546928,success,330,52108,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG197+1,yes,yes,yes,yes,success,309,612498,success,27668,2532478,success,1260,385892,success,190,20540,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG198+1,yes,yes,yes,yes,success,18,1844,success,160,3709,success,60,14560,success,30,14816,success,25,6251,failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALG199+1,yes,yes,yes,yes,success,18,4130,success,177,7036,success,50,14604,success,30,14648,success,26,11779,success,138,16586,success,50,14664,success,30,14640
ALG200+1,yes,yes,yes,yes,success,18,4109,success,185,7002,success,60,14592,success,30,14692,success,68,60316,success,239,13500,success,50,14708,success,40,14560
